task,outcome,n_train,n_test_filtered,n_holdout_filtered,n_test_full,filtered_auc,filtered_acc,filtered_thr,filtered_prev,filtered_ap,filtered_precision,filtered_recall,filtered_f1,holdout_auc,holdout_acc,holdout_thr,holdout_prev,holdout_ap,holdout_precision,holdout_recall,holdout_f1,full_auc,full_acc,full_thr,full_prev,full_ap,full_precision,full_recall,full_f1,cv_auc_mean,cv_acc_mean,cv_auc_std,cv_acc_std
Platelet_Engraftment_FullDose,Platelet_Engraftment,3769,249,249,3769,0.5143513203214696,0.7309236947791165,0.05,0.7309236947791165,0.7665029098066547,0.7309236947791165,1.0,0.8445475638051044,0.4649007708709201,0.7309236947791165,0.05,0.7309236947791165,0.7081402521887643,0.7309236947791165,1.0,0.8445475638051044,0.5746179018650929,0.7171663571239055,0.37099999999999994,0.6847970283894932,0.7179219152642677,0.7191206248192074,0.9631925610228593,0.8234514739980126,0.5383775474038632,0.7389189189189189,0.061213411921913874,0.013672867572971988
1_Year_Survival_FullALL,1_Year_Survival,5376,1076,1075,5376,0.4955236641652888,0.5743494423791822,0.05,0.5743494423791822,0.5782539192798304,0.574487895716946,0.9983818770226537,0.7293144208037825,0.4924518553643846,0.575813953488372,0.05,0.573953488372093,0.5648192559249909,0.5751633986928104,0.9983792544570502,0.7298578199052133,0.8074929884787474,0.7565104166666666,0.588,0.5740327380952381,0.8243477025903104,0.8073331027326185,0.7563188593648736,0.78099380960348,0.5035325956683232,0.5764378978135877,0.03197063136914353,0.004461428431219434
